category;name;rus;eng
talent_name;charlotte_comprehensive_confirmation;Стоп-кадр: Всестороннее подтверждение;Still Photo: Comprehensive Confirmation
talent_descr;charlotte_comprehensive_confirmation;<p>Шарлотта создаёт вывеску «Паровой птицы», концентрируя лёд, и создаёт Место происшествия, которое наносит cryo{Крио урон по площади} и восстанавливает HP всем членам отряда поблизости пропорционально силе атаки Шарлотты.</p><p>name{Место происшествия}<br>·Во время действия способности Господин Верите периодически наносит cryo{Крио урон} противникам в зоне действия.<br>·Постоянно восстанавливает HP активным персонажам в зоне действия пропорционально силе атаки Шарлотты.</p><p><i>«Слушать историю с разных сторон, чтобы воссоздать истинную картину происходящего - ключ к хорошему репортажу... Так и находится хороший подход к статье!»</i></p>;"<p>Condensing ice to create The Steambird's signature, Charlotte creates a Newsflash Field that will deal cryo{AoE Cryo DMG} and restores HP for all nearby party members based on Charlotte's ATK.<br>name{Newsflash Field}<br>·While the ability is active, Monsieur Verite will deal cryo{Cryo DMG} at intervals to opponents within its AoE.<br>·Will continuously restore HP to active character(s) within its AoE based on Charlotte's ATK.</p><p><i>""Hearing stories from multiple perspectives to recreate what really happened is key to a good report... I mean, that's how you can pick the best angle for your article!""</i></p>"
talent_name;charlotte_cool_color_capture;Съёмка в холодных тонах;Cool-Color Capture
talent_descr;charlotte_cool_color_capture;<p>name{Обычная атака:}<br>Шарлотта наводит на цель свою особую камеру - Господина Верите, и производит до 3 атак, которые наносят cryo{Крио урон}.</p><p>name{Заряженная атака:}<br>Тратит определённое количество выносливости, и после недолгой подготовки размещает Господина Верите, который наносит cryo{Крио урон по площади}.</p><p>name{Атака в падении:}<br>Собирает силу Крио и стремительно падает на землю, атакуя всех врагов на пути. Приземлившись, наносит cryo{Крио урон по площади}.</p><p>name{Архэ: Пневма}<br>После заряженной атаки, с некоторым интервалом, появляется пронзающая врагов Игла дыхания душ, которая наносит cryo{Крио урон} пневмы по площади.</p>;<p>name{Normal Attack}<br>Taking aim at targets using Monsieur Verite, her custom Kamera, Charlotte performs up to 3 consecutive attacks, dealing cryo{Cryo DMG}.</p><p>name{Charged Attack}<br>Consumes a fixed amount of Stamina, and after a moment's preparation, will deploy Monsieur Verite to deal cryo{AoE Cryo DMG}.</p><p>name{Plunging Attack}<br>Gathering the power of Cryo, Charlotte plunges toward the ground, dealing DMG to all opponents in her path and dealing cryo{AoE Cryo DMG} upon landing.</p><p>name{Arkhe: Pneuma}<br>At certain intervals, upon using a Charged Attack, Charlotte will cause a Spiritbreath Thorn to descend and pierce opponents, dealing Pneuma-aligned cryo{AoE Cryo DMG}.</p>
talent_name;charlotte_freezing_point_composition;Съёмка: Композиция точки замерзания;Framing: Freezing Point Composition
talent_descr;charlotte_freezing_point_composition;<p>Полагаясь на острое чутьё первоклассного репортёра, Шарлотта использует своё умение фотографии, чтобы добиться разных эффектов в зависимости от того, было ли совершено быстрое или долгое нажатие навыка.</p><p>name{Быстрое нажатие:}<br>Делает фотографию с помощью Господина Верите, нанося cryo{Крио урон по площади} врагам перед собой, и накладывает Скоростной силуэт на макс. 5 врагов. Во время действия этого эффекта, он периодически наносит противникам cryo{Крио урон}.</p><p>name{Долгое нажатие:}<br>Открывает видоискатель Господина Верите и переходит в режим композиции, в котором по мере удержания кнопки видоискатель увеличивается, пока не будет достигнуто состояние Великого кадра. В этом состоянии Шарлотта может свободно перемещаться и менять направление движения.<br>Когда удерживание прекращается, Господин Верите наносит cryo{Крио урон} всем противникам, которые захвачены видоискателем, и накладывает на них тот же эффект Скоростного силуэта, что и быстрое нажатие. Если вы отпустите кнопку после достижения Великого кадра, то вместо этого накладывается Сфокусированное впечатление, которое длится дольше и наносит больше урона, но также увеличивает время отката.<br>Режим композиции длится макс. 15 сек., и в нём можно выделить до 5 противников.</p><p><i>«Фотожурналистика требует простых кадров с сильной темой, но самое главное - умение запечатлеть момент!»</i></p>;"<p>Using the keen instincts of an ace reporter, Charlotte uses her photography skills to produce different effects based on whether the ability is Tapped or Held.</p><p>name{Tap}<br>Takes a snapshot using Monsieur Verite, dealing cryo{AoE Cryo DMG} to opponents in front of her and applying Snappy Silhouette to a maximum of 5 opponents. During this effect's duration, it will deal cryo{Cryo DMG} to affected opponents at intervals.</p><p>name{Hold}<br>Popping Monsieur Verite's viewfinder open, Charlotte enters Composition Mode, and during this time, the viewfinder will expand as you hold until you reach a Finisher Frame state. In this state, Charlotte can move and change direction freely.<br>When the hold state ends, Monsieur Verite will deal cryo{Cryo DMG} to all opponents locked on within the viewfinder, and apply the same Snappy Silhouette as Tap Mode does to them. If you unleash this ability only after reaching Finisher Frame, you will instead apply Focused Impression, which lasts longer and deals more DMG, although the Skill CD will be longer.<br>Composition Mode lasts a maximum of 15s and allows a maximum of 5 opponents to be selected.</p><p><i>""Press photography requires simple shots with exceptional theming, but most of all, you need to have a knack for capturing the moment!""</i></p>"
talent_name;chasca_soul_reapers_fatal_round;Роковой выстрел ловца душ;Soul Reaper's Fatal Round
talent_descr;chasca_soul_reapers_fatal_round;<p>Часка фокусирует свою волю и выстреливает одну Вихребойную пулю ловца душ, которая наносит anemo{Анемо урон по площади} с характеристикой Ночного духа. После этого Вихребойная пуля ловца душ разделяется на 6 Пуль ловца душ, которые атакуют врагов поблизости.</p><p>name{Пули ловца душ}<br>· Наносят anemo{Анемо урон} с характеристикой Ночного духа.<br>· За каждого pyro{Пиро}, hydro{Гидро}, cryo{Крио} или electro{Электро} персонажа в отряде две Пули ловца душ случайным образом изменяют свой элемент и становятся Сверкающими пулями ловца душ одного из соответствующих элементов, которые наносят урон данного элемента с характеристикой Ночного духа.</p><p><i>Никому не скрыться от шёпота ночи и лунного света, как и ни одному врагу не скрыться от её пристального взгляда.</i></p>;"<p>Chasca concentrates her will, firing a single ""Galesplitting Soulseeker Shell"" that deals Nightsoul-aligned anemo{AoE Anemo DMG}. Afterward, the Galesplitting Soulseeker Shell will split into 6 Soulseeker Shells, which attack nearby opponents.</p><p>name{Soulseeker Shells}<br>·Deal Nightsoul-aligned anemo{Anemo DMG}.<br>·For each pyro{Pyro}, hydro{Hydro}, cryo{Cryo}, or electro{Electro} character in the party, two Soulseeker Shells will undergo corresponding Elemental Conversions to become ""Radiant Soulseeker Shells,"" which deal Nightsoul-aligned Elemental DMG from a randomly selected one of the corresponding Elemental Types.</p><p><i>None can escape from the moonlight or the whispers of the night, just as no foe can flee her attentive eyes once she's got them in her sights.</i></p>"
talent_name;chasca_phantom_feather_flurry;Шквал призрачных перьев;Phantom Feather Flurry
talent_descr;chasca_phantom_feather_flurry;<p>name{Обычная атака:}<br>До четырёх выстрелов из лука.</p><p>name{Заряженная атака:}<br>Более меткий name{прицельный выстрел} с увеличенным уроном.<br>Во время прицеливания на наконечнике стрелы собирается могучий ветер. Полностью заряженная мощью ветра стрела наносит anemo{Анемо урон}.</p><p>name{Атака в падении:}<br>Выпускает град стрел в воздухе, которые при приземлении персонажа наносят урон по площади.</p>;<p>name{Normal Attack}<br>Performs up to 4 consecutive shots with a bow.</p><p>name{Charged Attack}<br>Performs a more precise name{Aimed Shot} with increased DMG.<br>While aiming, mighty winds will accumulate on the arrowhead. A fully charged wind arrow will deal anemo{Anemo DMG}.</p><p>name{Plunging Attack}<br>Fires off a shower of arrows in mid-air before falling and striking the ground, hitting opponents along the path and dealing AoE DMG upon impact.</p>
talent_name;chasca_spirit_reins_shadow_hunt;Поводья охоты за тенью;Spirit Reins, Shadow Hunt
talent_descr;chasca_spirit_reins_shadow_hunt;<p>Часка и воля её оружия резонируют, нанося anemo{Анемо урон по площади} с характеристикой Ночного духа.<br>После применения навыка Часка получает 80 очков Ночного духа и входит в состояние Благословения Ночного духа.</p><p>name{Благословение Ночного духа: Часка}<br>Непрерывно расходует очки Ночного духа. Когда они заканчиваются или навык используется повторно, Благословение Ночного духа Часки завершается. У состояния Благословения Ночного духа Часки следующие особенности:<br>· Садится на Орудие духа: Ритуальный посох, что повышает скорость передвижения и сопротивление прерыванию Часки. В этом состоянии Часка непрерывно расходует очки Ночного духа и остаётся в воздухе. Спринт и набор высоты расходуют дополнительные очки Ночного духа.<br>· При выполнении обычной или заряженной атаки, в зависимости от того, было ли использовано быстрое или долгое нажатие, разными способами активируется Огонь по множеству целей.</p><p>name{Огонь по множеству целей}<br>name{Быстрое нажатие}<br>Врагам впереди наносится anemo{Анемо урон} с характеристикой Ночного духа, который считается уроном обычной атаки.<br>name{Долгое нажатие}<br>Переходит в режим прицеливания и отмечает некоторое количество врагов в определённой области и, в зависимости от длительности заряда навыка, заряжает до 6 Пуль охотника на тени. Когда заряжены шесть пуль или зарядка остановлена, эти пули будут по порядку выпущены по выбранным врагам.</p><p>name{Пули охотника на тени}<br>· Наносят anemo{Анемо урон} с характеристикой Ночного духа, который считается уроном заряженной атаки.<br>· В зависимости от элементов других членов отряда 4-я, 5-я и 6-я пули, заряженные в барабан, изменяют свой элемент: за каждого персонажа pyro{Пиро}, hydro{Гидро}, cryo{Крио} или electro{Электро} в отряде одна Пуля охотника на тени в случайном порядке превратится в Сияющую пулю охотника на тени одного из соответствующих элементов, которая наносит урон данного элемента с характеристикой Ночного духа. Такой урон считается уроном заряженной атаки.<br>· Пули охотника на тени, заряженные позже, выстреливаются в первую очередь.</p><p>Кроме того, если удерживать элементальный навык name{Поводья охоты за тенью}, когда Часка пребывает в состоянии Благословения Ночного духа, то она выполнит атаку в падении с характеристикой Ночного духа. Если отпустить кнопку элементального навыка, атака в падении прервётся и Часка останется в воздухе. Если Часка, выполняя атаку в падении, приземлится, то её состояние Благословения Ночного духа завершится.</p><p><i>В принципе, эти поводья могли бы обуздать всё что угодно, была бы на то её воля... Но что может быть круче гигантской пушки?</i></p>;"<p>Chasca and the will residing in her weapon resonate, dealing Nightsoul-aligned anemo{AoE Anemo DMG}.<br>After using this Skill, Chasca gains 80 Nightsoul points and enters the Nightsoul's Blessing state.</p><p>name{Nightsoul's Blessing: Chasca}<br>Continually consume Nightsoul points. When Nightsoul points are fully depleted or the skill is used again, Chasca's Nightsoul's Blessing state will end. Her Nightsoul's Blessing has the following traits:<br>·Mounts ""Soulsniper: Ritual Staff,"" increasing Chasca's Movement SPD and interruption resistance. In this state, Chasca will continually consume Nightsoul points to remain airborne. When Sprinting or increasing height, extra Nightsoul points will be consumed.<br>·When using Normal or Charged Attacks, Tap or Hold to switch between using ""Multitarget Fire"" in different ways.</p><p>name{Multitarget Fire}<br>name{Tap}<br>Deal Nightsoul-aligned anemo{Anemo DMG} to opponents in front. This DMG is considered Normal Attack DMG.<br>name{Hold}<br>Enter Aiming Mode and choose a certain number of opponents within a certain range, before loading up to 6 Shadowhunt Shells based on the duration for which the skill was charged. When 6 Shells have been loaded or charging is stopped, these Shells will be fired at the chosen opponents in sequence.</p><p>name{Shadowhunt Shells}<br>·Deal Nightsoul-aligned anemo{Anemo DMG}, which is considered Charged Attack DMG.<br>·The 4th, 5th, and 6th Shells loaded into the cylinder will undergo Elemental Conversion based on the Elemental Types of the other characters in the party: For each pyro{Pyro}, hydro{Hydro}, cryo{Cryo}, or electro{Electro} character in the party, one Shadowhunt Shell will randomly be Converted into a ""Shining Shadowhunt Shell"" of one of these corresponding Elemental Types, dealing Nightsoul-aligned DMG corresponding to that Elemental Type. This DMG is considered Charged Attack DMG.<br>·The Shells loaded into the cylinder are fired starting from the last Shadowhunt Shell to be loaded, in a ""last in, first out"" order.</p><p>Additionally, when Chasca is in the Nightsoul's Blessing state, Holding her Elemental Skill name{Spirit Reins, Shadow Hunt} will cause her to execute a Nightsoul-aligned Plunging Attack. Release the Elemental Skill to interrupt this Plunging Attack and maintain her airborne state. Should Chasca hit the ground with her Plunging Attack, her Nightsoul's Blessing state will end.</p><p><i>In theory, as long as she's willing, those reins can bridle anything... But what could possibly be as cool as a giant hand cannon?</i></p>"
talent_name;chevreuse_ring_of_bursting_grenades;Кольцо разрывных гранат;Ring of Bursting Grenades
talent_descr;chevreuse_ring_of_bursting_grenades;<p>Шеврёз выстреливает во врагов разрывной гранатой и наносит pyro{Пиро урон по площади}. После попадания граната разделяется на множество вторичных разрывных снарядов.<br>Через короткий промежуток времени разрывные снаряды взрываются, нанося pyro{Пиро урон} врагам поблизости.</p><p><i>«По идее, для уничтожения вражеских формаций наиболее эффективен обстрел по прямоугольной площади. К сожалению, поперечное сечение взрывной волны, как и у большинства тортов, это окружность. Поэтому вторичные снаряды, разлетаясь, могут распределяться только как фрукты по краю торта, а именно по кругу».</i></p>;"<p>Chevreuse fires an explosive grenade at opponents with her musket, dealing pyro{AoE Pyro DMG.} After the projectile hits, it will split into many secondary explosive shells.<br>The secondary explosive shells will burst after a short interval, dealing pyro{Pyro DMG} to nearby opponents.</p><p><i>""Theoretically, a rectangular blast would be most efficient at destroying enemy formations. Unfortunately, the cross-section of an explosive shock wave is round, like most cakes. So, the secondary explosive shells can only be arranged like the fruit on a cake, forming a ring around the edge.""</i></p>"
talent_name;chevreuse_line_bayonet_thrust_ex;Модифицированный ряд штыков;Line Bayonet Thrust EX
talent_descr;chevreuse_line_bayonet_thrust_ex;<p>name{Обычная атака:}<br>До четырёх ударов копьём.</p><p>name{Заряженная атака:}<br>Выпад, наносящий урон противникам на пути, на который тратится определённое количество выносливости.</p><p>name{Атака в падении:}<br>Стремительно падает на землю, атакуя всех врагов на пути. Приземлившись, наносит урон по площади.</p>;<p>name{Normal Attack}<br>Performs up to 4 consecutive spear strikes.</p><p>name{Charged Attack}<br>Consumes a certain amount of Stamina to lunge forward, dealing damage to opponents along the way.</p><p>name{Plunging Attack}<br>Plunges from mid-air to strike the ground below, damaging opponents along the path and dealing AoE DMG upon impact.</p>
talent_name;chevreuse_short_range_rapid_interdiction_fire;Быстрый преграждающий выстрел вблизи;Short-Range Rapid Interdiction Fire
talent_descr;chevreuse_short_range_rapid_interdiction_fire;"<p>Шеврёз быстро вскидывает мушкет к плечу и стреляет в противника, нанося pyro{Пиро урон по площади}.<br>В течение некоторого времени после выстрела Шеврёз периодически восстанавливает HP вашего активного персонажа пропорционально собственному макс. HP.<br>При долгом нажатии способ активации навыка меняется.</p><p>name{Долгое нажатие}<br>Переходит в режим прицеливания и фиксирует одну цель, чтобы совершить точный преграждающий выстрел. Если у Шеврёз есть Перегруженный заряд, она выстрелит им и нанесёт повышенный pyro{Пиро урон} по большей площади.<br>Каждый раз, когда член отряда поблизости вызывает реакцию Перегрузка, Шеврёз получает 1 Перегруженный заряд. Одновременно можно иметь не более 1 Перегруженного заряда.</p><p><br>name{Архэ: Усия}<br>После попадания навыка Быстрый преграждающий выстрел вблизи Шеврёз периодически призывает Клинок бурных вод, который наносит pyro{Пиро урон} усии.</p><p><i>«Вообще-то в обучающей инструкции есть только термин ""преграждающий выстрел"", но по мнению героя этого романа стильная терминология повышает боевой дух и ставит противника в проигрышное положение ещё на старте... Мне это показалось разумным, и я изменила инструкцию!»</i></p>";"<p>Chevreuse quickly shoulders her musket and fires at her opponent(s), dealing pyro{AoE Pyro DMG}.<br>For a short duration after Chevreuse fires a shot, she will continuously restore HP to your active character on the field. The amount healed is based on her Max HP.<br>Hold to fire in a different fashion.</p><p>name{Hold}<br>Enter Aiming Mode, locking a target in her sights to fire a precise interdiction shot. If Chevreuse has an Overcharged Ball, then she will fire the Overcharged Ball instead, dealing greater pyro{Pyro DMG} in a larger area.<br>Chevreuse gains 1 Overcharged Ball every time a nearby character in the party triggers an Overloaded reaction, and can have up to 1 Overcharged Ball at a time.</p><p>name{Arkhe: Ousia}<br>Periodically, after Chevreuse's Short-Range Rapid Interdiction Fire hits, a Surging Blade will be called forth that deals Ousia-aligned pyro{Pyro DMG}.</p><p><i>""Actually, training regulations only had the phrase ""interdiction fire,"" but the protagonist of this novel believes that even how stylish your terminology is can affect how motivated your troops are, which can put your opponents on the back foot right from the get-go... I think that's a good point, so I changed the regulations!""</i></p>"
talent_name;chiori_twin_blades;Хиёку: Парные клинки;Hiyoku: Twin Blades
talent_descr;chiori_twin_blades;<p>Обнажив парные клинки, Тиори режет с мастерством искусного портного, нанося geo{Гео урон по площади}, пропорциональный её силе атаки и защите.</p><p><i>«Освой один принцип, и перед тобой откроются все пути».</i></p>;"<p>Twin blades leave their sheaths as Chiori slices with the clean cuts of a master tailor, dealing geo{AoE Geo DMG} based on her ATK and DEF.</p><p><i>""Master one principle, and the path to all others shall open to you.""</i></p>"
talent_name;chiori_weaving_blade;Ткущий клинок;Weaving Blade
talent_descr;chiori_weaving_blade;<p>name{Обычная атака:}<br>До четырёх быстрых ударов.</p><p>name{Заряженная атака:}<br>Тратит определённое количество выносливости на два быстрых взмаха мечом.</p><p>name{Атака в падении:}<br>Стремительно падает на землю, атакуя всех врагов на пути. Приземлившись, наносит урон по площади.</p>;<p>name{Normal Attack}<br>Performs up to 4 rapid strikes.</p><p>name{Charged Attack}<br>Consumes a certain amount of Stamina to unleash 2 rapid sword strikes.</p><p>name{Plunging Attack}<br>Plunges from mid-air to strike the ground below, damaging opponents along the path and dealing AoE DMG upon impact.</p>
talent_name;chiori_fluttering_hasode;Порхание хасодэ;Fluttering Hasode
talent_descr;chiori_fluttering_hasode;<p>С лёгкостью развевающихся шелков совершает выпад вперёд, по окончании которого призывает рядом с собой куклу-автоматона Тамото и выполняет восходящий удар, нанося противникам поблизости geo{Гео урон по площади}, пропорциональный силе атаки и защите Тиори.<br>При долгом нажатии способ активации навыка меняется.</p><p>name{Долгое нажатие}<br>Переходит в режим прицеливания, в котором можно выбрать направление рывка.</p><p>name{Тамото}<br>· Периодически атакует врагов поблизости, нанося geo{Гео урон по площади}, пропорциональный силе атаки и защите Тиори.<br>· Пока она активна, если поблизости существует или создаётся geo{Гео конструкция}, то рядом с вашим активным персонажем призывается ещё одна Тамото. Таким образом можно призвать только 1 дополнительную куклу-автоматона Тамото, причём время её существования рассчитывается отдельно.</p><p><i>«Сакуры цветы<br>Покрывают рукава,<br>Пьянит аромат».</i></p>;"<p>Dashes nimbly forward with silken steps. Once this dash ends, Chiori will summon the automaton doll ""Tamoto"" beside her and sweep her blade upward, dealing geo{AoE Geo DMG} to nearby opponents based on her ATK and DEF.<br>Holding the Skill will cause it to behave differently.</p><p>name{Hold}<br>Enter Aiming Mode to adjust the dash direction.</p><p>name{Tamoto}<br>· Will slash at nearby opponents at intervals, dealing geo{AoE Geo DMG} based on Chiori's ATK and DEF.<br>· While active, if there are nearby geo{Geo Construct(s)} or geo{Geo Construct(s)} are created nearby, an additional Tamoto will be summoned next to your active character. Only 1 additional Tamoto can be summoned in this manner, and its duration is independently counted.</p><p><i>""Sakura red dyes the brocade, the fragrance suffuses the sleeves, the orioles intoxicated.""</i></p>"
talent_name;chongyun_cloud_parting_star;Духовное лезвие: Падение с небес;Spirit Blade: Cloud-Parting Star
talent_descr;chongyun_cloud_parting_star;<p>С помощью особых жестов Чун Юнь призывает в воздух три гигантских Духовных лезвия, которые после некоторого времени падают на землю один за другим и взрываются.<br>После взрыва Духовное лезвие наносит cryo{Крио урон по площади} и подбрасывает врагов.</p><p><i>«Как лёд обжигает холодом руки, так и мои призрачные мечи сотрясают небо и землю. Услышьте мои призывы и помогите мне!»</i></p>;"<p>Performing the secret hand seals, Chongyun summons 3 giant spirit blades in mid-air that fall to the earth one by one after a short delay, exploding as they hit the ground.<br>When the spirit blades explode, they will deal cryo{AoE Cryo DMG} and launch opponents.</p><p><i>""As ice doth give the biting frost birth, My transcendent blade shakes heaven and earth. Heed my summons and come hence!""</i></p>"
talent_name;chongyun_demonbane;Искоренение зла;Demonbane
talent_descr;chongyun_demonbane;<p>name{Обычная атака:}<br>До четырёх рубящих ударов мечом.</p><p>name{Заряженная атака:}<br>Вращающаяся атака по окружающим врагам, на которую непрерывно тратится выносливость.<br>После вращения проводит дополнительную мощную атаку мечом.</p><p>name{Атака в падении:}<br>Стремительно падает на землю, атакуя всех врагов на пути. Приземлившись, наносит урон по площади.</p>;<p>name{Normal Attack}<br>Performs up to 4 consecutive strikes.</p><p>name{Charged Attack}<br>Drains Stamina over time to perform continuous spinning attacks against all nearby opponents.<br>At the end of the sequence, performs a more powerful slash. </p><p>name{Plunging Attack}<br>Plunges from mid-air to strike the ground below, damaging opponents along the path and dealing AoE DMG upon impact.</p>
talent_name;chongyun_chonghuas_layered_frost;Духовное лезвие: Холод Чунхуа;Spirit Blade: Chonghua's Layered Frost
talent_descr;chongyun_chonghuas_layered_frost;<p>Чун Юнь совершает удар мечом по земле, вызывая перед собой в круглой области взрыв холода, который наносит cryo{Крио урон}.<br>Спустя некоторое время холодный воздух, образованный взрывом, собирается в область Холода Чунхуа. Оружие находящихся в этой области персонажей, экипированных одноручным мечом, двуручным мечом или древковым оружием, наделяется cryo{инфузией Крио}.</p><p><i>Кристальный звон, вокруг всё замерло. Реки не текут, застыли облака. Открыты врата алтаря, изгнано зло.</i></p>;"<p>Chongyun strikes the ground with his greatsword, causing a Cryo explosion in a circular AoE in front of him that deals cryo{Cryo DMG}.<br>After a short delay, the cold air created by the Cryo explosion will coalesce into a Chonghua Frost Field, within which all Sword, Claymore and Polearm-wielding characters' weapons will be infused with cryo{Cryo}.</p><p><i>""A crystal-clear ring, and all is silent. The rivers move not, and the clouds are heavy with frost. The altar gates open, and evil is banished.""</i></p>"
talent_name;citlali_edict_of_entwined_splendor;Указ светил;Edict of Entwined Splendor
talent_descr;citlali_edict_of_entwined_splendor;<p>Призывает «союзников» из звёздных небес и бескрайней земли, низвергает ледяной шторм на область впереди и наносит cryo{Крио урон по площади} с характеристикой Ночного духа, восстанавливая определённое количество очков Ночного духа Ситлали и призывая в области действия рядом с максимум 3 врагами один name{Духовный сосуд-череп} для каждого из них. Духовный сосуд-череп через некоторое время взрывается, нанося cryo{Крио урон по площади} с характеристикой Ночного духа и восстанавливая определённое количество очков Ночного духа Ситлали.</p><p><i>«Ай, довольно! Хватит про эти тёмные звёзды, опаловые звезды! Ситлалин, Ицпапа, задайте им!»</i></p>;"<p>Summons ""allies"" from the starry skies and the vast earth, hurling forth an ice storm to bombard the area in front and deal Nightsoul-aligned cryo{AoE Cryo DMG}. This restores a set amount of Nightsoul points for Citlali, and also summons a name{Spiritvessel Skull} near a maximum of 3 opponents within the AoE, with 1 Skull for each opponent. Spiritvessel Skulls explode after some time, dealing Nightsoul-aligned cryo{AoE Cryo DMG} and restoring a set amount of Nightsoul points for Citlali.</p><p><i>""Ugh, enough of this 'dark star, opal star' stuff! Citlalin, Itzpapa, get 'em!""</i></p>"
talent_name;citlali_shadow_stealing_spirit_vessel;Духовный сосуд поимки теней;Shadow-Stealing Spirit Vessel
talent_descr;citlali_shadow_stealing_spirit_vessel;<p>name{Обычная атака:}<br>Взывает к тайным искусствам, передаваемым из поколения в поколение Повелителями Ночного Ветра, и выполняет до трёх атак, которые наносят cryo{Крио урон}.</p><p>name{Заряженная атака:}<br>Переходит в режим прицеливания, и когда удерживание прекращается, тратит определённое количество выносливости и в направлении прицеливания выпускает Морозную звезду, которая наносит cryo{Крио урон} врагам на своём пути.</p><p>name{Атака в падении:}<br>Собирает силу Крио и стремительно падает на землю, атакуя всех врагов на пути. Приземлившись, наносит cryo{Крио урон по площади}.</p>;<p>name{Normal Attack}<br>Calls upon secret arts passed down through the Masters of the Night-Wind from generation to generation, performing up to three strikes that deal cryo{Cryo DMG}.</p><p>name{Charged Attack}<br>Enters Aiming Mode, and after Holding, consumes a certain amount of Stamina to call forth a Frost Star that deals cryo{Cryo DMG} to opponents in its path.</p><p>name{Plunging Attack}<br>Gathers the power of Cryo and plunges towards the ground from mid-air, damaging all opponents in her path. Deals cryo{Aoe Cryo DMG} upon impact with the ground.</p>
talent_name;citlali_dawnfrost_darkstar;Тёмная звезда утреннего инея;Dawnfrost Darkstar
talent_descr;citlali_dawnfrost_darkstar;<p>Прибегает к тайным вековым договорам Повелителей Ночного Ветра, развёртывает Опаловый щит и призывает Обсидианового цицимитля Ицпапу, (якобы) невообразимо ужасающее существо, нанося cryo{Крио урон по площади} с характеристикой Ночного духа.<br>Поглощение урона Опаловым щитом зависит от мастерства стихий Ситлали. Он поглощает cryo{Крио урон} с 250% эффективностью. Когда Ситлали развёртывает щит, она кратковременно получает cryo{эффект Крио}.<br>После применения Ситлали получает 24 очка Ночного духа и входит в состояние Благословения Ночного духа.</p><p>name{Благословение Ночного духа: Ситлали}<br>Когда Ицпапа покидает поле, состояние Благословения Ночного духа Ситлали завершается.</p><p>name{Ицпапа}<br>· Следует за персонажем.<br>· Если у Ситлали есть не менее 50 очков Ночного духа, Ицпапа входит в состояние Белого пламени, непрерывно расходует очки Ночного духа и поднимает Морозный ураган, который следует за персонажем и атакует врагов в области его действия, нанося cryo{Крио урон} с характеристикой Ночного духа.<br>· Когда очки Ночного духа исчерпаются, состояние Белого пламени Ицпапы также завершается.</p><p><i>Обычно воли, символизирующие разные небесные тела, не могут сосуществовать - как чисто чёрный может отражаться в абсолютно белом?<br>Однако у Ситлали никогда не было предпочтений в отношении цветов, и в итоге всё так и сложилось.</i></p>;"<p>Invoking secret pacts passed down by her tribe over the millennia, Citlali deploys an Opal Shield and calls forth ""Obsidian Tzitzimitl: Itzpapa,"" a creature that is (reputedly) terrifying beyond compare, dealing Nightsoul-aligned cryo{AoE Cryo DMG}.<br>The Opal Shield's DMG absorption scales based on Citlali's Elemental Mastery, and absorbs cryo{Cryo DMG} with 250% efficiency. When it is deployed, it will cause Citlali to briefly be cryo{affected by Cryo}.<br>After using this skill, Citlali gains 24 Nightsoul points and enters the Nightsoul's Blessing state.</p><p>name{Nightsoul's Blessing: Citlali}<br>When Itzpapa leaves the field, Citlali exits the Nightsoul's Blessing state.</p><p>name{Itzpapa}<br>·Itzpapa will follow the character.<br>·If Citlali has at least 50 Nightsoul points, Itzpapa enters the Opal Fire state and continuously consumes Nightsoul points to whip up a Frostfall Storm that follows the character and attacks opponents within its AoE, dealing Nightsoul-aligned cryo{Cryo DMG}.<br>·When Citlali's Nightsoul points are fully depleted, Itzpapa's Opal Fire state also ends.</p><p><i>Usually, the wills that symbolize different stars cannot coexist, for how can purest black be reflected in purest white?<br>Be that as it may, Citlali has never harbored a particular preference for colors themselves, and that is just how things played out.</i></p>"
talent_name;clorinde_last_lightfall;Последние лучи света;Last Lightfall
talent_descr;clorinde_last_lightfall;<p>Наделяет себя Долгом жизни, пропорциональным собственному макс. HP, а затем резко уходит в сторону и атакует клинком и пистолетом одновременно, нанося electro{Электро урон по площади}.</p><p><i>Согласно преданию, наследие древнего искусства сражаться с нелюдями лишь смертным телом восходит к Рыцарям чистых родников, боровшихся с ремурийским царством.<br>Тем не менее нельзя сказать, что его невозможно использовать против обычного врага - нужно лишь найти способ управлять его силой.</i></p>;<p>Grants herself a Bond of Life based upon her own max HP before swiftly evading and striking with saber and sidearm as one, dealing electro{AoE Electro DMG}.</p><p><i>It is said the legacy of the ancient art of resisting non-human beings with but a mortal body can be traced back to the Lochknights who resisted the Remurian Empire.<br>Be that as it may, so long as one can find a way to control the level of force used, it's not as if it cannot be used in duels against ordinary opponents.</i></p>
talent_name;clorinde_oath_of_hunting_shadows;Клятва Сумеречного двора;Oath of Hunting Shadows
talent_descr;clorinde_oath_of_hunting_shadows;<p>name{Обычная атака:}<br>До пяти быстрых ударов.</p><p>name{Заряженная атака:}<br>Ведёт веерообразный подавляющий огонь из пистолета, на который тратится определённое количество выносливости.</p><p>name{Атака в падении:}<br>Стремительно падает на землю, атакуя всех врагов на пути. Приземлившись, наносит урон по площади.</p>;<p>name{Normal Attack}<br>Performs up to 5 rapid strikes.</p><p>name{Charged Attack}<br>Consumes a certain amount of Stamina and fires Suppressing Shots in a fan pattern with her pistolet.</p><p>name{Plunging Attack}<br>Plunges from mid-air to strike the ground below, damaging opponents along the path and dealing AoE DMG upon impact.</p>
