category;name;rus;eng
set_descr;ocean_hued_clam_4;Экипированный этим набором артефактов персонаж при лечении соратников создаёт на 3 сек. name{Пузырь морских красок}. name{Пузырь} регистрирует восстановленное при лечении name{HP} (в том числе избыточное, когда лечение превышает максимум здоровья). После окончания действия name{Пузырь} взрывается и наносит окружающим врагам урон в размере value{90%} учтённого объёма лечения (урон рассчитывается так же, как для эффектов electro{Заряжен} и cryo{Сверхпроводник}, но на него не действуют бонусы name{мастерства стихий}, уровня и реакций). name{Пузырь морских красок} можно создавать не чаще чем раз в value{3,5} сек. name{Пузырь} может записать до 30,000 восстановленного name{HP}, в том числе name{HP} избыточного лечения. Для отряда не может существовать больше одного name{Пузыря морских красок} одновременно. Этот эффект действует, даже если персонаж, экипированный набором артефактов, не находится на поле боя.;When the character equipping this artifact set heals a character in the party, a name{Sea-Dyed Foam} will appear for 3 seconds, accumulating the amount of name{HP} recovered from healing (including overflow healing). At the end of the duration, the name{Sea-Dyed Foam} will explode, dealing DMG to nearby opponents based on value{90%} of the accumulated healing. (This DMG is calculated similarly to Reactions such as electro{Electro-Charged}, and cryo{Superconduct}, but is not affected by name{Elemental Mastery}, Character Levels, or name{Reaction DMG} Bonuses). Only one name{Sea-Dyed Foam} can be produced every 3.5 seconds. Each name{Sea-Dyed Foam} can accumulate up to value{30,000} name{HP} (including overflow healing). There can be no more than one name{Sea-Dyed Foam} active at any given time. This effect can still be triggered even when the character who is using this artifact set is not on the field.
set_bonus;pale_flame_2;Бледный огонь (2 предмета);Pale Flame (2-Piece bonus)
set_descr;pale_flame_2;Увеличивает name{физ. урон} на %{dmg_phys}.;name{Physical DMG} is increased by %{dmg_phys}.
set_bonus;pale_flame_4;Бледный огонь (4 предмета);Pale Flame (4-Piece bonus)
set_descr;pale_flame_4;Когда name{элементальный навык} попадает по врагам, name{атака} увеличивается на %{atk_percent} в течение 7 сек. Эффект может складываться до 2 раз и возникнуть не чаще 1 раза за 0,3 сек. На 2 уровне складывания эффект набора из 2 вещей увеличивается на value{100%}.;When an name{Elemental Skill} hits an opponent, name{ATK} is increased by %{atk_percent} for 7s. This effect stacks up to 2 times and can be triggered once every 0.3s. Once 2 stacks are reached, the 2-set effect is increased by value{100%}.
set_bonus;prayers_for_destiny_1;Шаман воды (1 предмет);Prayers for Destiny (1-Piece bonus)
set_descr;prayers_for_destiny_1;Уменьшает длительность полученного hydro{Гидро} эффекта на %{text_percent}.;Affected by hydro{Hydro} for %{text_percent} less time.
set_bonus;prayers_for_illumination_1;Шаман огня (1 предмет);Prayers for Illumination (1-Piece bonus)
set_descr;prayers_for_illumination_1;Уменьшает длительность полученного pyro{Пиро} эффекта на %{text_percent}.;Affected by pyro{Pyro} for %{text_percent} less time.
set_bonus;prayers_for_wisdom_1;Шаман молнии (1 предмет);Prayers for Wisdom (1-Piece bonus)
set_descr;prayers_for_wisdom_1;Уменьшает длительность полученного electro{Электро} эффекта на %{text_percent}.;Affected by electro{Electro} for %{text_percent} less time.
set_bonus;prayers_to_springtime_1;Шаман льда (1 предмет);Prayers to Springtime (1-Piece bonus)
set_descr;prayers_to_springtime_1;Уменьшает длительность полученного cryo{Крио} эффекта на %{text_percent}.;Affected by cryo{Cryo} for %{text_percent} less time.
set_bonus;resolution_of_sojourner_2;Решимость временщика (2 предмета);Resolution of Sojourner (2-Piece bonus)
set_descr;resolution_of_sojourner_2;Увеличивает name{силу атаки} на %{atk_percent}.;name{ATK} +%{atk_percent}.
set_bonus;resolution_of_sojourner_4;Решимость временщика (4 предмета);Resolution of Sojourner (4-Piece bonus)
set_descr;resolution_of_sojourner_4;Увеличивает name{шанс крит. попадания} name{заряженной атаки} на %{crit_rate_charged}.;Increases name{Charged Attack} name{CRIT Rate} by %{crit_rate_charged}.
set_bonus;retracing_bolide_2;Встречная комета (2 предмета);Retracing Bolide (2-Piece bonus)
set_descr;retracing_bolide_2;Увеличивает name{прочность щита} на %{shield}.;Increases name{Shield Strength} by %{shield}.
set_bonus;retracing_bolide_4;Встречная комета (4 предмета);Retracing Bolide (4-Piece bonus)
set_descr;retracing_bolide_4;Под защитой щита увеличивает урон name{обычной} и name{заряженной атаки} на %{dmg_normal}.;While protected by a shield, gain an additional %{dmg_normal} name{Normal} and name{Charged Attack DMG}.
set_bonus;scholar_2;Учёный (2 предмета);Scholar (2-Piece bonus)
set_descr;scholar_2;Увеличивает скорость name{восстановления энергии} на %{recharge}.;name{Energy Recharge} +%{recharge}
set_bonus;scholar_4;Учёный (4 предмета);Scholar (4-Piece bonus)
set_descr;scholar_4;Получение элементальных сфер или частиц восстанавливает value{3} name{ед. энергии} членам отряда, экипированным стрелковым оружием или катализатором. Может возникнуть раз в 3 сек.;Gaining Elemental Particles or Orbs gives value{3} name{Energy} to all party members who have a bow or a catalyst equipped. Can only occur once every 3s.
set_bonus;scroll_of_the_hero_of_cinder_city_2;Свиток героя сожжённого города (2 предмета);Scroll of the Hero of Cinder City (2-Piece bonus)
set_descr;scroll_of_the_hero_of_cinder_city_2;Когда член отряда поблизости активирует name{Вспышку Ночного духа}, экипированный персонаж восстанавливает 6 name{ед. энергии}.;When a nearby party member triggers a name{Nightsoul Burst}, the equipping character regenerates 6 name{Elemental Energy}.
set_bonus;scroll_of_the_hero_of_cinder_city_4;Свиток героя сожжённого города (4 предмета);Scroll of the Hero of Cinder City (4-Piece bonus)
set_descr;scroll_of_the_hero_of_cinder_city_4_1;После того как экипированный персонаж активирует реакцию, связанную с его элементом, все члены отряда поблизости получают %{text_percent} бонус урона элементами, связанными с этой реакцией, на 15 сек. Такой эффект может возникнуть, даже если персонаж не находится на поле боя. Бонусы одноимённых наборов артефактов не суммируются.;After the equipping character triggers a reaction related to their Elemental Type, all nearby party members gain a %{text_percent} name{Elemental DMG Bonus} for the Elemental Types involved in the elemental reaction for 15s. The equipping character can trigger this effect while off-field, and the DMG bonus from Artifact Sets with the same name do not stack.
set_descr;scroll_of_the_hero_of_cinder_city_4_2;Если экипированный персонаж, активируя данный эффект, находится в состоянии name{Благословение Ночного духа}, все персонажи отряда поблизости дополнительно получают %{text_percent} бонус урона элементами, связанными с этой реакцией, на 20 сек. Такой эффект может возникнуть, даже если персонаж не находится на поле боя. Бонусы одноимённых наборов артефактов не суммируются.;If the equipping character is in the name{Nightsoul's Blessing} state when triggering this effect, all nearby party members gain an additional %{text_percent} name{Elemental DMG Bonus} for the Elemental Types involved in the elemental reaction for 20s. The equipping character can trigger this effect while off-field, and the DMG bonus from Artifact Sets with the same name do not stack.
set_bonus;shimenawas_reminiscence_2;Воспоминания Симэнавы (2 предмета);Shimenawa's Reminiscence (2-Piece bonus)
set_descr;shimenawas_reminiscence_2;Увеличивает name{силу атаки} на %{atk_percent}.;name{ATK} +%{atk_percent}.
set_bonus;shimenawas_reminiscence_4;Воспоминания Симэнавы (4 предмета);Shimenawa's Reminiscence (4-Piece bonus)
set_descr;shimenawas_reminiscence_4;При использовании name{элементального навыка}, если у персонажа 15 или более name{единиц энергии}, он теряет 15 name{единиц энергии}, а урон name{обычной атаки}, name{заряженной атаки} и name{атаки в падении} увеличивается на %{text_percent} в течение 10 сек. Эффект нельзя активировать повторно в течение этого времени.;When casting an name{Elemental Skill}, if the character has 15 or more name{Energy}, they lose 15 name{Energy} and name{Normal}/name{Charged}/name{Plunging Attack DMG} is increased by %{text_percent} for 10s. This effect will not trigger again during that duration.
set_bonus;silken_moons_serenade_2;Серенада шёлковой луны (2 предмета);Silken Moon's Serenade (2-Piece bonus)
set_descr;silken_moons_serenade_2;Увеличивает скорость name{восстановления энергии} на %{recharge}.;name{Energy Recharge} +%{recharge}.
set_bonus;silken_moons_serenade_4;Серенада шёлковой луны (4 предмета);Silken Moon's Serenade (4-Piece bonus)
set_descr;silken_moons_serenade_4_1;При нанесении name{элементального урона} на 8 сек. возникает эффект Сияющей луны: Доверие: если Лунное знамение отряда - Зарождающееся сияние/Высшее сияние, name{мастерство стихий} всех персонажей отряда повышается на 60/120 ед. Такой эффект может возникнуть, даже если экипированный персонаж не находится на поле боя. Эффекты Сияющей луны не складываются.;When dealing name{Elemental DMG}, gain the Gleaming Moon: Devotion effect for 8s: Increases all party members' name{Elemental Mastery} by 60/120 when the party's Moonsign is Nascent Gleam/Ascendant Gleam. The equipping character can trigger this effect while off-field. Effects from Gleaming Moon cannot stack.
set_descr;silken_moons_serenade_4_2;За каждый активный эффект Сияющей луны разных видов в отряде урон name{Лунных реакций} всех персонажей отряда увеличивается на 10%. Эффекты Сияющей луны не складываются.;All party members' name{Lunar Reaction DMG} is increased by 10% for each different Gleaming Moon effect that party members have. Effects from Gleaming Moon cannot stack.
set_bonus;song_of_days_past_2;Песнь былых времён (2 предмета);Song of Days Past (2-Piece bonus)
set_descr;song_of_days_past_2;Повышает бонус лечения на %{healing}.;name{Healing Bonus} +%{healing}.
set_bonus;song_of_days_past_4;Песнь былых времён (4 предмета);Song of Days Past (4-Piece bonus)
set_descr;song_of_days_past_4;Экипированный персонаж при лечении членов отряда на 6 сек. создаёт эффект Стремления, который регистрирует осуществлённое лечение (в том числе избыточное). С завершением длительности Стремление превращается в Волны былых времён: при попадании name{обычной атаки}, name{заряженной атаки}, name{атаки в падении}, name{элементального навыка} или name{взрыва стихии} вашего активного персонажа по противнику наносимый урон увеличивается на %{text_percent_dmg} от общего количества лечения, зарегистрированного Стремлением. После 5 активаций или через 10 сек. эффект Волн былых времён исчезает. Однократный эффект Стремления регистрирует до %{text_value_hp} ед. name{HP}. Одновременно может существовать только одно Стремление, но оно регистрирует лечение, предоставляемое несколькими экипированными персонажами сразу. Этот эффект активируется, даже если экипированный персонаж не на поле боя.;"When the equipping character heals a party member, the Yearning effect will be created for 6s, which records the total amount of healing provided (including overflow healing). When the duration expires, the Yearning effect will be transformed into the ""Waves of Days Past"" effect: When your active party member hits an opponent with a name{Normal Attack}, name{Charged Attack}, name{Plunging Attack}, name{Elemental Skill}, or name{Elemental Burst}, the DMG dealt will be increased by %{text_percent_dmg} of the total healing amount recorded by the Yearning effect. The ""Waves of Days Past"" effect is removed after it has taken effect 5 times or after 10s. A single instance of the Yearning effect can record up to %{text_value_hp} healing, and only a single instance can exist at once, but it can record the healing from multiple equipping characters. Equipping characters on standby can still trigger this effect."
set_bonus;tenacity_of_the_millelith_2;Стойкость Миллелита (2 предмета);Tenacity of the Millelith (2-Piece bonus)
set_descr;tenacity_of_the_millelith_2;Увеличивает name{НР} на %{hp_percent}.;name{HP} +%{hp_percent}
set_bonus;tenacity_of_the_millelith_4;Стойкость Миллелита (4 предмета);Tenacity of the Millelith (4-Piece bonus)
set_descr;tenacity_of_the_millelith_4;Когда name{элементальный навык} попадает по врагам, атака всех находящихся поблизости персонажей в отряде, увеличивается на %{text_percent2}, а прочность их щита увеличивается на %{text_percent}. Эффект длится 3 сек. и может возникнуть 1 раз в 0,5 сек. Этот эффект может быть активирован, даже если персонаж, экипированный этим набором артефактов, не находится на поле боя.;When an name{Elemental Skill} hits an opponent, the name{ATK} of all nearby party members is increased by %{text_percent2} and their name{Shield Strength} is increased by %{text_percent} for 3s. This effect can be triggered once every 0.5s. This effect can still be triggered even when the character who is using this artifact set is not on the field.
set_bonus;the_exile_2;Изгнанник (2 предмета);The Exile (2-Piece bonus)
set_descr;the_exile_2;Увеличивает скорость name{восстановления энергии} на %{recharge}.;name{Energy Recharge} +%{recharge}
set_bonus;the_exile_4;Изгнанник (4 предмета);The Exile (4-Piece bonus)
set_descr;the_exile_4;Использование name{взрыва стихии} восстанавливает value{2} name{ед. энергии} остальным членам отряда (но не выбранному персонажу) каждые 2 сек. в течение 6 сек. Эффект не может складываться.;Using an name{Elemental Burst} regenerates value{2} name{Energy} for all party members (excluding the wearer) every 2s for 6s. This effect cannot stack.
set_bonus;thundering_fury_2;Громогласный рёв ярости (2 предмета);Thundering Fury (2-Piece bonus)
set_descr;thundering_fury_2;Даёт %{dmg_electro} бонус electro{Электро урона}.;electro{Electro DMG Bonus} +%{dmg_electro}
set_bonus;thundering_fury_4;Громогласный рёв ярости (4 предмета);Thundering Fury (4-Piece bonus)
set_descr;thundering_fury_4;Увеличивает урон реакций pyro{Перегрузка}, electro{Заряжен}, cryo{Сверхпроводник} и dendro{Вегетация} на %{dmg_reaction_overloaded}. Урон от реакций electro{Обострение} и electro{Лунный заряд} увеличивается на %{dmg_reaction_aggravate}. При активации перечисленных реакций или реакции dendro{Стимуляция} время отката name{элементального навыка} уменьшается на 1 сек. Эффект может возникнуть один раз в 0,8 сек.;Increases the DMG caused by pyro{Overloaded}, electro{Electro-Charged}, cryo{Superconduct}, and dendro{Hyperbloom} by %{dmg_reaction_overloaded}, the name{DMG Bonus} conferred by electro{Aggravate} by %{dmg_reaction_aggravate}, and the DMG caused by electro{Lunar-Charged} by %{dmg_reaction_lunarcharged}. When dendro{Quicken} or the aforementioned Elemental Reactions are triggered, name{Elemental Skill} CD is decreased by 1s. Can only occur once every 0.8s.
set_bonus;thundersoother_2;Усмиряющий гром (2 предмета);Thundersoother (2-Piece bonus)
set_descr;thundersoother_2;Повышает electro{Электро сопротивление} на +%{res_electro}.;electro{Electro RES} increased by %{res_electro}.
set_bonus;thundersoother_4;Усмиряющий гром (4 предмета);Thundersoother (4-Piece bonus)
set_descr;thundersoother_4;Увеличивает урон против врагов, находящихся под действием electro{Электро}, на %{dmg_all}.;Increases DMG against opponents affected by electro{Electro} by %{dmg_all}.
set_bonus;tiny_miracle_2;Маленькое чудо (2 предмета);Tiny Miracle (2-Piece bonus)
set_descr;tiny_miracle_2;Увеличивает сопротивление ко всем элементам на %{res_pyro}.;All name{Elemental RES} increased by %{res_pyro}.
set_bonus;tiny_miracle_4;Маленькое чудо (4 предмета);Tiny Miracle (4-Piece bonus)
set_descr;tiny_miracle_4;Получаемый элементальный урон повышает сопротивление к соответствующему элементу на %{text_percent} в течение 10 сек. Может возникнуть раз в 10 сек.;Incoming elemental DMG increases corresponding name{Elemental RES} by %{text_percent} for 10s. Can only occur once every 10s.
set_bonus;traveling_doctor_2;Целитель (2 предмета);Traveling Doctor (2-Piece bonus)
set_descr;traveling_doctor_2;Увеличивает name{получаемое лечение} на %{healing_recv}.;Increases incoming healing by %{healing_recv}.
set_bonus;traveling_doctor_4;Целитель (4 предмета);Traveling Doctor (4-Piece bonus)
set_descr;traveling_doctor_4;Использование name{взрыва стихии} восстанавливает %{text_percent} name{HP}.;Using name{Elemental Burst} restores %{text_percent} name{HP}.
set_bonus;unfinished_reverie_2;Незаконченные грёзы (2 предмета);Unfinished Reverie (2-Piece bonus)
set_descr;unfinished_reverie_2;Увеличивает name{силу атаки} на %{atk_percent}.;name{ATK} +%{atk_percent}.
set_bonus;unfinished_reverie_4;Незаконченные грёзы (4 предмета);Unfinished Reverie (4-Piece bonus)
set_descr;unfinished_reverie_4;Урон персонажа после того, как он покидает поле боя на 3 сек., повышается на %{text_percent_max}. В бою, если поблизости более 6 сек. нет врагов со статусом pyro{Горение}, персонаж теряет %{dmg_all} упомянутого увеличения урона в секунду, пока оно не упадёт до 0%. Если поблизости есть враги со статусом pyro{Горение}, увеличение урона повышается на %{dmg_all} в секунду, пока не достигнет %{text_percent_max}. Этот эффект срабатывает, даже если экипированный персонаж не на поле боя.;After leaving combat for 3s, DMG dealt increased by %{text_percent_max}. In combat, if no pyro{Burning} opponents are nearby for more than 6s, this name{DMG Bonus} will decrease by %{dmg_all} per second until it reaches 0%. When a pyro{Burning} opponent exists, it will increase by %{dmg_all} instead until it reaches %{text_percent_max}. This effect still triggers if the equipping character is off-field.
set_bonus;vermillion_hereafter_2;Киноварное загробье (2 предмета);Vermillion Hereafter (2-Piece bonus)
set_descr;vermillion_hereafter_2;Увеличивает name{силу атаки} на %{atk_percent}.;name{ATK} +%{atk_percent}.
set_bonus;vermillion_hereafter_4;Киноварное загробье (4 предмета);Vermillion Hereafter (4-Piece bonus)
set_descr;vermillion_hereafter_4_1;После активации name{взрыва стихии} на 16 сек. создаёт name{Скрытое сияние}, которое повышает name{силу атаки} на %{atk_percent}.;After using an name{Elemental Burst}, this character will gain the name{Nascent Light} effect, increasing their name{ATK} by %{atk_percent} for 16s.
set_descr;vermillion_hereafter_4_2;name{Сила атаки} персонажа увеличивается ещё на %{atk_percent}, когда он теряет name{HP}. Этот эффект может возникнуть максимум 4 раза и не чаще, чем раз в 0,8 сек. name{Скрытое сияние} исчезает, когда персонаж покидает поле боя. При повторной активации name{взрыва стихии} существующее name{Скрытое сияние} снимается.;When the character's name{HP} decreases, their name{ATK} will further increase by %{atk_percent}. This further increase can occur this way a maximum of 4 times. This effect can be triggered once every 0.8s. name{Nascent Light} will be dispelled when the character leaves the field. If an name{Elemental Burst} is used again during the duration of name{Nascent Light}, the original name{Nascent Light} will be dispelled.
set_bonus;viridescent_venerer_2;Изумрудная тень (2 предмета);Viridescent Venerer (2-Piece bonus)
set_descr;viridescent_venerer_2;Даёт %{dmg_anemo} бонус anemo{Анемо урона}.;anemo{Anemo DMG Bonus} +%{dmg_anemo}
set_bonus;viridescent_venerer_4;Изумрудная тень (4 предмета);Viridescent Venerer (4-Piece bonus)
set_descr;viridescent_venerer_4_1;Увеличивает урон anemo{Рассеивания} на %{dmg_reaction_swirl}.;Increases anemo{Swirl} DMG by %{dmg_reaction_swirl}.
set_descr;viridescent_venerer_4_2;При взаимодействии anemo{Рассеивания} с другим элементом, также понижает name{сопротивление} противника к соответствующему элементу на %{text_percent|40} в течение 10 сек.;Decreases opponent's name{Elemental RES} to the element infused in the anemo{Swirl} by %{text_percent|40} for 10s.
set_bonus;vourukashas_glow_2;Сияние Вурукаши (2 предмета);Vourukasha's Glow (2-Piece bonus)
set_descr;vourukashas_glow_2;Увеличивает name{НР} на %{hp_percent}.;name{HP} +%{hp_percent}
set_bonus;vourukashas_glow_4;Сияние Вурукаши (4 предмета);Vourukasha's Glow (4-Piece bonus)
set_descr;vourukashas_glow_4_1;Увеличивает урон name{элементального навыка} и name{взрыва стихии} на %{dmg_skill}.;name{Elemental Skill} and name{Elemental Burst DMG} will be increased by %{dmg_skill}.
set_descr;vourukashas_glow_4_2;Если экипированный персонаж получает урон, этот эффект повышения урона увеличивается на 80% на 5 сек. Эффект может складываться до 5 раз. Отсчёт времени каждого уровня происходит отдельно. Эти эффекты активируются, даже если экипированный персонаж не на поле боя.;After the equipping character takes DMG, the aforementioned name{DMG Bonus} is increased by 80% for 5s. This effect increase can have 5 stacks. The duration of each stack is counted independently. These effects can be triggered even when the equipping character is not on the field.
set_bonus;wanderers_troupe_2;Странствующий ансамбль (2 предмета);Wanderer's Troupe (2-Piece bonus)
set_descr;wanderers_troupe_2;Увеличивает name{мастерство стихий} на %{mastery} ед.;Increases name{Elemental Mastery} by %{mastery}.
set_bonus;wanderers_troupe_4;Странствующий ансамбль (4 предмета);Wanderer's Troupe (4-Piece bonus)
set_descr;wanderers_troupe_4;Увеличивает урон name{заряженной атаки} на %{dmg_charged}, если персонаж использует name{катализатор} или name{стрелковое} оружие.;Increases name{Charged Attack DMG} by %{dmg_charged} if the character uses a name{Catalyst} or a name{Bow}.
